species,common_name,status,count,url
Curruca melanocephala,Sardinian warbler,Common,128,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208716/Curruca_melanocephala_x73wmm.png
Phylloscopus ibericus,Iberian chiffchaff,Common,267,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208880/Phylloscopus_ibericus_fc0knj.png
Lanius phoenicuroides,Lanius,Migrating,339,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208786/Lanius_phoenicuroides_alyhw8.png
Mareca sibilatrix,Chiloé wigeon,Common,22,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208830/Mareca_sibilatrix_q2gwif.png
Emberiza cirlus,Cirl bunting,Exotic,443,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208732/Emberiza_cirlus_wtfiov.png
Calandrella brachydactyla,Greater short-toed lark,Migrating,269,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208643/Calandrella_brachydactyla_gmhnbm.png
Iduna pallida,Eastern olivaceous warbler,Common,76,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208782/Iduna_pallida_iu1rpm.png
Motacilla citreola,Citrine wagtail,Common,644,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208844/Motacilla_citreola_r4fp8q.png
Gelochelidon nilotica,Gull-billed tern,Common,800,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208762/Gelochelidon_nilotica_ngc4kh.png
Cecropis semirufa,Red-breasted swallow,Common,196,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208683/Cecropis_semirufa_qbrp9n.png
Oenanthe pleschanka,Pied wheatear,Migrating,603,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208855/Oenanthe_pleschanka_de59nf.png
Prunella atrogularis,Black-throated accentor,Migrating,160,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208900/Prunella_atrogularis_isvnf2.png
Bubo scandiacus,Snowy owl,Migrating,527,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208622/Bubo_scandiacus_fytor2.png
Anthus hodgsoni,Olive-backed pipit,Common,254,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208575/Anthus_hodgsoni_tlmsqe.png
Buteo rufinus,Long-legged buzzard,Common,301,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208632/Buteo_rufinus_yqwy1j.png
Calidris himantopus,Stilt sandpiper,Common,193,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208670/Calidris_himantopus_hu0a1o.png
Polysticta stelleri,Steller's eider,Endangered,447,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208897/Polysticta_stelleri_ui50yu.png
Hydrobates pelagicus,European storm petrel,Exotic,261,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208777/Hydrobates_pelagicus_wab9x2.png
Bucanetes githagineus,Trumpeter finch,Common,70,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208624/Bucanetes_githagineus_e8sqn5.png
Ardeola ralloides,Squacco heron,Common,514,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208593/Ardeola_ralloides_vvtg7l.png
Emberiza leucocephalos,Emberiza,Common,132,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208734/Emberiza_leucocephalos_u4vgic.png
Aix sponsa,Wood duck,Migrating,465,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208513/Aix_sponsa_kst879.png
Anas rubripes,American black duck,Migrating,70,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208531/Anas_rubripes_lvb3mw.png
Emberiza rustica,Rustic bunting,Migrating,109,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208737/Emberiza_rustica_cquwr7.png
Xenus cinereus,Terek sandpiper,Migrating,643,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208962/Xenus_cinereus_xpwqy7.png
Larus delawarensis,Ring-billed gull,Common,156,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208791/Larus_delawarensis_tp4uww.png
Spatula discors,Blue-winged teal,Common,366,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208921/Spatula_discors_l7bbjt.png
Porzana parva,Little crake,Migrating,278,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208898/Porzana_parva_bdr0pr.png
Calidris fuscicollis,White-rumped sandpiper,Migrating,264,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208670/Calidris_fuscicollis_xzdor5.png
Tarsiger cyanurus,Red-flanked bluetail,Migrating,358,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208941/Tarsiger_cyanurus_azaqat.png
Ichthyaetus audouinii,Audouin's gull,Migrating,117,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208779/Ichthyaetus_audouinii_ieggvl.png
Oenanthe leucopyga,White-crowned wheatear,Common,93,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208854/Oenanthe_leucopyga_e0nrad.png
Limnodromus scolopaceus,Long-billed dowitcher,Common,948,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208811/Limnodromus_scolopaceus_jf07fr.png
Carpodacus sibiricus,Siberian long-tailed rosefinch,Common,6,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208680/Carpodacus_sibiricus_ab8yfb.png
Oenanthe deserti,Desert wheatear,Migrating,359,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208851/Oenanthe_deserti_fcpl05.png
Otus scops,Scops owl,Common,102,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208857/Otus_scops_hkdpx7.png
Anthus campestris,Tawny pipit,Common,209,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208541/Anthus_campestris_h7e21x.png
Zoothera aurea,White's thrush,Common,35,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208965/Zoothera_aurea_wpfguz.png
Emberiza buchanani,Emberiza,Common,237,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208729/Emberiza_buchanani_w6pt3n.png
Aquila heliaca,Eastern imperial eagle,Endangered,315,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208586/Aquila_heliaca_srt90g.png
Lanius schach,Long-tailed shrike,Common,83,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208786/Lanius_schach_vwge2e.png
Rhodostethia rosea,Ross's gull,Common,448,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208910/Rhodostethia_rosea_sqbo0t.png
Pluvialis fulva,Pacific golden plover,Migrating,362,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208892/Pluvialis_fulva_jf5tv7.png
Oenanthe isabellina,Isabelline wheatear,Migrating,351,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208853/Oenanthe_isabellina_gvlmbs.png
Calidris acuminata,Sharp-tailed sandpiper,Migrating,94,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208644/Calidris_acuminata_fnsbec.png
Pelecanus crispus,Dalmatian pelican,Endangered,52,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208866/Pelecanus_crispus_dibslk.png
Marmaronetta angustirostris,Marbled duck,Common,235,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208831/Marmaronetta_angustirostris_frbhao.png
Calonectris diomedea,Scopoli's shearwater,Common,50,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208677/Calonectris_diomedea_ymsedo.png
Ficedula albicollis,Collared flycatcher,Migrating,385,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208748/Ficedula_albicollis_xrdtmw.png
Vanellus spinosus,Spur-winged lapwing,Common,52,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208960/Vanellus_spinosus_afxpdt.png
Phylloscopus borealis,Arctic warbler,Migrating,347,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208877/Phylloscopus_borealis_vboxis.png
Botaurus lentiginosus,American bittern,Common,88,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208611/Botaurus_lentiginosus_grtoqb.png
Acrocephalus paludicola,Aquatic warbler,Migrating,26,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208506/Acrocephalus_paludicola_tivvnk.png
Ardea purpurea,Purple heron,Common,143,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208592/Ardea_purpurea_pya1te.png
Thalassarche melanophris,Black-browed albatross,Common,310,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208942/Thalassarche_melanophris_ssmdm3.png
Anser cygnoides,Swan goose,Exotic,187,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208534/Anser_cygnoides_y0pbo0.png
Haliaeetus pelagicus,Steller's sea eagle,Endangered,25,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208772/Haliaeetus_pelagicus_or9eq2.png
Anthus godlewskii,Blyth's pipit,Common,144,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208574/Anthus_godlewskii_jnxwbd.png
Chroicocephalus philadelphia,Bonaparte's gull,Common,383,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208695/Chroicocephalus_philadelphia_pxipkd.png
Vireo olivaceus,Red-eyed vireo,Endangered,116,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208961/Vireo_olivaceus_ovhvjh.png
Locustella lanceolata,Lanceolated warbler,Migrating,28,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208820/Locustella_lanceolata_cexlc7.png
Emberiza cineracea,Emberiza,Common,65,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208731/Emberiza_cineracea_i2pvqp.png
Leucophaeus atricilla,Laughing gull,Common,350,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208809/Leucophaeus_atricilla_vmanes.png
Larus glaucescens,Glaucous-winged gull,Common,68,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208792/Larus_glaucescens_jco2au.png
Larvivora sibilans,Rufous-tailed robin,Common,22,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208795/Larvivora_sibilans_kpxm9m.png
Coracias garrulus,European roller,Common,369,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208709/Coracias_garrulus_jtacrt.png
Pelecanus onocrotalus,Great white pelican,Endangered,121,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208866/Pelecanus_onocrotalus_ll6lua.png
Syrmaticus reevesii,Reeves's pheasant,Exotic,246,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208938/Syrmaticus_reevesii_lsyjim.png
Sterna dougallii,Roseate tern,Common,52,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208925/Sterna_dougallii_sgmgiw.png
Onychoprion anaethetus,Bridled tern,Common,20,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208855/Onychoprion_anaethetus_pldywj.png
Prunella collaris,Alpine accentor,Common,289,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208900/Prunella_collaris_uj4kta.png
Acrocephalus agricola,Paddyfield warbler,Migrating,177,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208505/Acrocephalus_agricola_gazrgq.png
Tachymarptis melba,Alpine swift,Migrating,179,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208939/Tachymarptis_melba_jwky0w.png
Cygnus melancoryphus,Black-necked swan,Common,14,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208721/Cygnus_melancoryphus_jm07ti.png
Sylvia nana,Asian desert warbler,Common,50,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208936/Sylvia_nana_lrwdmz.png
Zenaida macroura,Mourning dove,Common,141,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208963/Zenaida_macroura_unpk6u.png
Cettia cetti,Cetti's warbler,Common,35,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208686/Cettia_cetti_x6fqoa.png
Alectoris rufa,Red-legged partridge,Common,124,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208516/Alectoris_rufa_mbckkz.png
Threskiornis aethiopicus,African sacred ibis,Common,109,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208944/Threskiornis_aethiopicus_w7g9kx.png
Gyps rueppellii,Rüppell's vulture,Endangered,8,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208769/Gyps_rueppellii_iybh9y.png
Vanellus gregarius,Sociable lapwing,Migrating,101,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208959/Vanellus_gregarius_ypraer.png
Iduna caligata,Booted warbler,Common,139,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208781/Iduna_caligata_zjxkwq.png
Cyanopica cooki,Iberian magpie,Common,10,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208718/Cyanopica_cooki_pmiu1b.png
Sturnus unicolor,Spotless starling,Migrating,87,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208931/Sturnus_unicolor_vprohu.png
Phylloscopus griseolus,Sulphur-bellied warbler,Common,51,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208879/Phylloscopus_griseolus_cckpb2.png
Hippolais polyglotta,Melodious warbler,Migrating,38,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208775/Hippolais_polyglotta_gksjf2.png
Catharus ustulatus,Swainson's thrush,Common,13,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208682/Catharus_ustulatus_t8qnoq.png
Curruca iberiae,Western subalpine warbler,Common,72,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208715/Curruca_iberiae_uuczc0.png
Cecropis daurica,Eastern red-rumped swallow,Common,27,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208682/Cecropis_daurica_xfusop.png
Anthropoides virgo,Demoiselle crane,Migrating,136,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208540/Anthropoides_virgo_vt3lgu.png
Emberiza melanocephala,Black-headed bunting,Migrating,229,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208735/Emberiza_melanocephala_c9fimg.png
Melanitta deglandi,White-winged scoter,Common,184,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208832/Melanitta_deglandi_a9tyol.png
Chloephaga picta,Upland goose,Common,15,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208692/Chloephaga_picta_nddqw3.png
Uria lomvia,Thick-billed murre,Common,39,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208958/Uria_lomvia_qv1nmx.png
Grus japonensis,Red-crowned crane,Common,74,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208768/Grus_japonensis_ljlq09.png
Calidris pusilla,Semipalmated sandpiper,Common,83,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208674/Calidris_pusilla_fignen.png
Phoenicopterus roseus,Greater flamingo,Common,24,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208875/Phoenicopterus_roseus_ylxue6.png
Aegypius monachus,Cinereous vulture,Common,27,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208512/Aegypius_monachus_ai87lt.png
Emberiza cia,Rock bunting,Common,19,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208731/Emberiza_cia_kp5sai.png
Clamator glandarius,Great spotted cuckoo,Common,120,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208704/Clamator_glandarius_kkor8k.png
Emberiza bruniceps,Red-headed bunting,Migrating,56,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208728/Emberiza_bruniceps_t72wvq.png
Calidris ruficollis,Red-necked stint,Migrating,29,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208675/Calidris_ruficollis_cdjcy6.png
Lanius cristatus,Brown shrike,Common,44,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208784/Lanius_cristatus_zwysak.png
Sylvia sarda,Marmora's warbler,Common,44,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208937/Sylvia_sarda_bjnll5.png
Picoides tridactylus,Eurasian three-toed woodpecker,Common,27,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208886/Picoides_tridactylus_syzwd6.png
Setophaga striata,Blackpoll warbler,Migrating,60,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208917/Setophaga_striata_hzq2ej.png
Charadrius asiaticus,Caspian plover,Migrating,1,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208687/Charadrius_asiaticus_lwxqyo.png
Charadrius leschenaultii,Greater sand plover,Common,112,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208689/Charadrius_leschenaultii_mve1ot.png
Bartramia longicauda,Upland sandpiper,Common,47,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208608/Bartramia_longicauda_m9g6i6.png
Pelecanus rufescens,Pink-backed pelican,Common,57,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208867/Pelecanus_rufescens_xkcr0y.png
Phoeniconaias minor,Lesser flamingo,Common,18,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208874/Phoeniconaias_minor_e8s5pi.png
Apus pacificus,Pacific swift,Migrating,73,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208581/Apus_pacificus_fyqs2i.png
Chroicocephalus genei,Slender-billed gull,Migrating,16,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208694/Chroicocephalus_genei_yrtgey.png
Psittacula eupatria,Alexandrine parakeet,Common,51,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208902/Psittacula_eupatria_sgirt7.png
Chrysolophus pictus,Golden pheasant,Common,23,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208696/Chrysolophus_pictus_rpoyi2.png
Spatula cyanoptera,Cinnamon teal,Common,16,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208920/Spatula_cyanoptera_j2pa8v.png
Ficedula albicilla,Taiga flycatcher,Migrating,29,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208748/Ficedula_albicilla_wf7cww.png
Apus affinis,Little swift,Common,21,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208580/Apus_affinis_mnruwq.png
Myiopsitta monachus,Monk parakeet,Common,12,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208846/Myiopsitta_monachus_acpoyt.png
Phylloscopus nitidus,Green warbler,Common,48,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208881/Phylloscopus_nitidus_zpkko7.png
Puffinus gravis,Great shearwater,Common,14,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208904/Puffinus_gravis_ddji9b.png
Ichthyaetus ichthyaetus,Pallas's gull,Common,7,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208780/Ichthyaetus_ichthyaetus_jjwa8u.png
Hirundapus caudacutus,White-throated needletail,Migrating,4,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208776/Hirundapus_caudacutus_z4teoq.png
Catharus guttatus,Hermit thrush,Common,6,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208681/Catharus_guttatus_bbeu4c.png
Pernis ptilorhynchus,Crested honey buzzard,Common,19,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208869/Pernis_ptilorhynchus_kuiasg.png
Falco eleonorae,Eleonora's falcon,Common,2,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208742/Falco_eleonorae_xcr3is.png
Corvus albus,Pied crow,Common,1,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208709/Corvus_albus_dlic4f.png
Ara militaris,Military macaw,Endangered,4,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208588/Ara_militaris_jnmbx7.png
Haliaeetus leucocephalus,Bald eagle,Endangered,4,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208772/Haliaeetus_leucocephalus_blg2yy.png
Thalasseus elegans,Elegant tern,Migrating,4,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208942/Thalasseus_elegans_bbbkzd.png
Alectoris chukar,Chukar partridge,Exotic,11,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208515/Alectoris_chukar_eslq7r.png
Leucophaeus pipixcan,Franklin's gull,Common,9,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208810/Leucophaeus_pipixcan_xqkd0l.png
Ptyonoprogne rupestris,Eurasian crag martin,Migrating,7,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208904/Ptyonoprogne_rupestris_prqcep.png
Falco biarmicus,Lanner falcon,Common,4,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208739/Falco_biarmicus_vojkiu.png
Zonotrichia leucophrys,White-crowned sparrow,Migrating,1,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208965/Zonotrichia_leucophrys_uofdt2.png
Turdus obscurus,Eyebrowed thrush,Migrating,2,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208953/Turdus_obscurus_d6l7cr.png
Larus armenicus,Armenian gull,Common,1,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208789/Larus_armenicus_id9kty.png
Passer hispaniolensis,Spanish sparrow,Common,1,https://res.cloudinary.com/dnymlkh8e/image/upload/v1775208862/Passer_hispaniolensis_o3i8v3.png
