species,common_name,status,url,count
Curruca melanocephala,Sardinian warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948011/Curruca_melanocephala_dpabf5.png,128
Phylloscopus ibericus,Iberian chiffchaff,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947988/Phylloscopus_ibericus_nhu8ep.png,267
Lanius phoenicuroides,Lanius,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947980/Lanius_phoenicuroides_skn26a.png,339
Mareca sibilatrix,Chiloé wigeon,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948028/Mareca_sibilatrix_qbqhcl.png,22
Emberiza cirlus,Cirl bunting,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948014/Emberiza_cirlus_jaaser.png,443
Calandrella brachydactyla,Greater short-toed lark,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948001/Calandrella_brachydactyla_angiks.png,269
Iduna pallida,Eastern olivaceous warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948023/Iduna_pallida_guobmc.png,76
Motacilla citreola,Citrine wagtail,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948031/Motacilla_citreola_qf3bvw.png,644
Gelochelidon nilotica,Gull-billed tern,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947977/Gelochelidon_nilotica_hb8hlb.png,800
Cecropis semirufa,Red-breasted swallow,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948005/Cecropis_semirufa_a1lp3c.png,196
Oenanthe pleschanka,Pied wheatear,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948033/Oenanthe_pleschanka_v6gdwg.png,603
Prunella atrogularis,Black-throated accentor,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947990/Prunella_atrogularis_tdr9of.png,160
Bubo scandiacus,Snowy owl,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947966/Bubo_scandiacus_ekvtbm.png,527
Anthus hodgsoni,Olive-backed pipit,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947963/Anthus_hodgsoni_vddn9d.png,254
Buteo rufinus,Long-legged buzzard,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948001/Buteo_rufinus_irqzmz.png,301
Calidris himantopus,Stilt sandpiper,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948003/Calidris_himantopus_ejguny.png,193
Polysticta stelleri,Steller's eider,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948041/Polysticta_stelleri_smgbs9.png,447
Hydrobates pelagicus,European storm petrel,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948022/Hydrobates_pelagicus_s4yfdk.png,261
Bucanetes githagineus,Trumpeter finch,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948001/Bucanetes_githagineus_soyj5d.png,70
Ardeola ralloides,Squacco heron,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947993/Ardeola_ralloides_funzxf.png,514
Emberiza leucocephalos,Emberiza,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948015/Emberiza_leucocephalos_kmbxf8.png,132
Aix sponsa,Wood duck,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948055/Aix_sponsa_czjlgx.png,465
Anas rubripes,American black duck,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947973/Anas_rubripes_ck4w9f.png,70
Emberiza rustica,Rustic bunting,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948015/Emberiza_rustica_zaoqex.png,109
Xenus cinereus,Terek sandpiper,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948053/Xenus_cinereus_d2ysvk.png,643
Larus delawarensis,Ring-billed gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947980/Larus_delawarensis_oy2dqx.png,156
Spatula discors,Blue-winged teal,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948045/Spatula_discors_icdfuf.png,366
Porzana parva,Little crake,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948041/Porzana_parva_wt5ivz.png,278
Calidris fuscicollis,White-rumped sandpiper,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948003/Calidris_fuscicollis_tdmzep.png,264
Tarsiger cyanurus,Red-flanked bluetail,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948048/Tarsiger_cyanurus_rwvoxq.png,358
Ichthyaetus audouinii,Audouin's gull,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948022/Ichthyaetus_audouinii_itxhtk.png,117
Oenanthe leucopyga,White-crowned wheatear,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948033/Oenanthe_leucopyga_ch9mww.png,93
Limnodromus scolopaceus,Long-billed dowitcher,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947981/Limnodromus_scolopaceus_f34onk.png,948
Carpodacus sibiricus,Siberian long-tailed rosefinch,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948005/Carpodacus_sibiricus_q9vgau.png,6
Oenanthe deserti,Desert wheatear,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948032/Oenanthe_deserti_v0mvr6.png,359
Otus scops,Scops owl,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947986/Otus_scops_ebpk1e.png,102
Anthus campestris,Tawny pipit,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947983/Anthus_campestris_oievyb.png,209
Zoothera aurea,White's thrush,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947998/Zoothera_aurea_lldrez.png,35
Emberiza buchanani,Emberiza,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948013/Emberiza_buchanani_awdrdn.png,237
Aquila heliaca,Eastern imperial eagle,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947990/Aquila_heliaca_norl3j.png,315
Lanius schach,Long-tailed shrike,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948023/Lanius_schach_plliil.png,83
Rhodostethia rosea,Ross's gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947991/Rhodostethia_rosea_mcsinq.png,448
Pluvialis fulva,Pacific golden plover,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948040/Pluvialis_fulva_pfral6.png,362
Oenanthe isabellina,Isabelline wheatear,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947985/Oenanthe_isabellina_amxeea.png,351
Calidris acuminata,Sharp-tailed sandpiper,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948002/Calidris_acuminata_gdogzv.png,94
Pelecanus crispus,Dalmatian pelican,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948035/Pelecanus_crispus_gyzpyk.png,52
Marmaronetta angustirostris,Marbled duck,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948028/Marmaronetta_angustirostris_n8wh3a.png,235
Calonectris diomedea,Scopoli's shearwater,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947968/Calonectris_diomedea_fxeomy.png,50
Ficedula albicollis,Collared flycatcher,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948017/Ficedula_albicollis_uyc4ya.png,385
Vanellus spinosus,Spur-winged lapwing,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947997/Vanellus_spinosus_rdmtpl.png,52
Phylloscopus borealis,Arctic warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948037/Phylloscopus_borealis_wrhekk.png,347
Botaurus lentiginosus,American bittern,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947999/Botaurus_lentiginosus_y5ngxl.png,88
Acrocephalus paludicola,Aquatic warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947962/Acrocephalus_paludicola_ukooam.png,26
Ardea purpurea,Purple heron,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947993/Ardea_purpurea_aynt68.png,143
Thalassarche melanophris,Black-browed albatross,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948049/Thalassarche_melanophris_p79lej.png,310
Anser cygnoides,Swan goose,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947979/Anser_cygnoides_kxtubo.png,187
Haliaeetus pelagicus,Steller's sea eagle,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948021/Haliaeetus_pelagicus_cysxtm.png,25
Anthus godlewskii,Blyth's pipit,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947984/Anthus_godlewskii_ydvjxa.png,144
Chroicocephalus philadelphia,Bonaparte's gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948007/Chroicocephalus_philadelphia_vp0tzw.png,383
Vireo olivaceus,Red-eyed vireo,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948052/Vireo_olivaceus_vobmtp.png,116
Locustella lanceolata,Lanceolated warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947981/Locustella_lanceolata_blhdxo.png,28
Emberiza cineracea,Emberiza,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948014/Emberiza_cineracea_cw50ay.png,65
Leucophaeus atricilla,Laughing gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948026/Leucophaeus_atricilla_ljx9ms.png,350
Larus glaucescens,Glaucous-winged gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948024/Larus_glaucescens_po7tm4.png,68
Larvivora sibilans,Rufous-tailed robin,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948025/Larvivora_sibilans_eafiuw.png,22
Coracias garrulus,European roller,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948010/Coracias_garrulus_uokusu.png,369
Pelecanus onocrotalus,Great white pelican,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948035/Pelecanus_onocrotalus_lq81jp.png,121
Syrmaticus reevesii,Reeves's pheasant,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948048/Syrmaticus_reevesii_inqdpm.png,246
Sterna dougallii,Roseate tern,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947993/Sterna_dougallii_ggmfpp.png,52
Onychoprion anaethetus,Bridled tern,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948033/Onychoprion_anaethetus_wqmfmo.png,20
Prunella collaris,Alpine accentor,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947991/Prunella_collaris_th2o5d.png,289
Acrocephalus agricola,Paddyfield warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947962/Acrocephalus_agricola_akcgk1.png,177
Tachymarptis melba,Alpine swift,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947995/Tachymarptis_melba_gqcxfl.png,179
Cygnus melancoryphus,Black-necked swan,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948013/Cygnus_melancoryphus_esjreq.png,14
Sylvia nana,Asian desert warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947994/Sylvia_nana_fbbava.png,50
Zenaida macroura,Mourning dove,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948053/Zenaida_macroura_eko05v.png,141
Cettia cetti,Cetti's warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948006/Cettia_cetti_q925zl.png,35
Alectoris rufa,Red-legged partridge,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947967/Alectoris_rufa_rs0r43.png,124
Threskiornis aethiopicus,African sacred ibis,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947995/Threskiornis_aethiopicus_fyjk12.png,109
Gyps rueppellii,Rüppell's vulture,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947978/Gyps_rueppellii_ibfpc6.png,8
Vanellus gregarius,Sociable lapwing,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947997/Vanellus_gregarius_yy8g0m.png,101
Iduna caligata,Booted warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947979/Iduna_caligata_da5glz.png,139
Cyanopica cooki,Iberian magpie,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947973/Cyanopica_cooki_m7f2x5.png,10
Sturnus unicolor,Spotless starling,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947994/Sturnus_unicolor_q4dx49.png,87
Phylloscopus griseolus,Sulphur-bellied warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948038/Phylloscopus_griseolus_s2b3l3.png,51
Hippolais polyglotta,Melodious warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947978/Hippolais_polyglotta_qo5kgg.png,38
Catharus ustulatus,Swainson's thrush,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947969/Catharus_ustulatus_igstey.png,13
Curruca iberiae,Western subalpine warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948011/Curruca_iberiae_azmzcr.png,72
Cecropis daurica,Eastern red-rumped swallow,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947969/Cecropis_daurica_n9wjco.png,27
Anthropoides virgo,Demoiselle crane,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947982/Anthropoides_virgo_nk5vgi.png,136
Emberiza melanocephala,Black-headed bunting,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948015/Emberiza_melanocephala_gmuyyg.png,229
Melanitta deglandi,White-winged scoter,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947983/Melanitta_deglandi_pgyybf.png,184
Chloephaga picta,Upland goose,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948007/Chloephaga_picta_hvujee.png,15
Uria lomvia,Thick-billed murre,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948052/Uria_lomvia_lmnuol.png,39
Grus japonensis,Red-crowned crane,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948020/Grus_japonensis_g5pvef.png,74
Calidris pusilla,Semipalmated sandpiper,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948004/Calidris_pusilla_z0xbmz.png,83
Phoenicopterus roseus,Greater flamingo,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947988/Phoenicopterus_roseus_ve6v6g.png,24
Aegypius monachus,Cinereous vulture,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948055/Aegypius_monachus_bltsn3.png,27
Emberiza cia,Rock bunting,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948014/Emberiza_cia_u3mlnz.png,19
Clamator glandarius,Great spotted cuckoo,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948009/Clamator_glandarius_dfzsid.png,120
Emberiza bruniceps,Red-headed bunting,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948014/Emberiza_bruniceps_h1be44.png,56
Calidris ruficollis,Red-necked stint,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947968/Calidris_ruficollis_iuceue.png,29
Lanius cristatus,Brown shrike,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948023/Lanius_cristatus_exkfio.png,44
Sylvia sarda,Marmora's warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948048/Sylvia_sarda_mckxrw.png,44
Picoides tridactylus,Eurasian three-toed woodpecker,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947989/Picoides_tridactylus_c7uewq.png,27
Setophaga striata,Blackpoll warbler,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947992/Setophaga_striata_ybol3k.png,60
Charadrius asiaticus,Caspian plover,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948006/Charadrius_asiaticus_k8djky.png,1
Charadrius leschenaultii,Greater sand plover,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948006/Charadrius_leschenaultii_xbigpt.png,112
Bartramia longicauda,Upland sandpiper,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947999/Bartramia_longicauda_rdaur4.png,47
Pelecanus rufescens,Pink-backed pelican,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948035/Pelecanus_rufescens_eksfwg.png,57
Phoeniconaias minor,Lesser flamingo,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948037/Phoeniconaias_minor_hedt0o.png,18
Apus pacificus,Pacific swift,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947988/Apus_pacificus_kqkxpq.png,73
Chroicocephalus genei,Slender-billed gull,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947970/Chroicocephalus_genei_dyehcu.png,16
Psittacula eupatria,Alexandrine parakeet,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948042/Psittacula_eupatria_bbmhr8.png,51
Chrysolophus pictus,Golden pheasant,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948007/Chrysolophus_pictus_pn9mci.png,23
Spatula cyanoptera,Cinnamon teal,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947993/Spatula_cyanoptera_nvwkq6.png,16
Ficedula albicilla,Taiga flycatcher,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948017/Ficedula_albicilla_p6mpuf.png,29
Apus affinis,Little swift,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947987/Apus_affinis_q17skn.png,21
Myiopsitta monachus,Monk parakeet,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947985/Myiopsitta_monachus_pywf5n.png,12
Phylloscopus nitidus,Green warbler,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948038/Phylloscopus_nitidus_c0jfxp.png,48
Puffinus gravis,Great shearwater,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948043/Puffinus_gravis_qqpzsi.png,14
Ichthyaetus ichthyaetus,Pallas's gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948022/Ichthyaetus_ichthyaetus_leekh4.png,7
Hirundapus caudacutus,White-throated needletail,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947978/Hirundapus_caudacutus_jnc6b8.png,4
Catharus guttatus,Hermit thrush,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948005/Catharus_guttatus_lsc3cf.png,6
Pernis ptilorhynchus,Crested honey buzzard,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947987/Pernis_ptilorhynchus_ylr4ki.png,19
Falco eleonorae,Eleonora's falcon,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948016/Falco_eleonorae_kfiw9o.png,2
Corvus albus,Pied crow,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947972/Corvus_albus_kjmw4w.png,1
Ara militaris,Military macaw,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947992/Ara_militaris_pjfah3.png,4
Haliaeetus leucocephalus,Bald eagle,Endangered,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947978/Haliaeetus_leucocephalus_qmv8cs.png,4
Thalasseus elegans,Elegant tern,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948049/Thalasseus_elegans_udynfr.png,4
Alectoris chukar,Chukar partridge,Exotic,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947964/Alectoris_chukar_byrvom.png,11
Leucophaeus pipixcan,Franklin's gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947981/Leucophaeus_pipixcan_yvne2x.png,9
Ptyonoprogne rupestris,Eurasian crag martin,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948042/Ptyonoprogne_rupestris_cjyj41.png,7
Falco biarmicus,Lanner falcon,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948015/Falco_biarmicus_uh10oq.png,4
Zonotrichia leucophrys,White-crowned sparrow,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947998/Zonotrichia_leucophrys_urrnra.png,1
Turdus obscurus,Eyebrowed thrush,Migrating,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774948051/Turdus_obscurus_lxvehn.png,2
Larus armenicus,Armenian gull,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947980/Larus_armenicus_zcjahj.png,1
Passer hispaniolensis,Spanish sparrow,Common,https://res.cloudinary.com/dnymlkh8e/image/upload/v1774947986/Passer_hispaniolensis_m8owpj.png,1
